file_name,photo_id,observation_uuid,inat_URL,latitude,longitude,positional_accuracy,taxon_id,observed_on,name,rank,family_id,family,count_family,trait,prediction_prob,prediction_class,equivocal,proportion_equivocal_family,accuracy_excluding_equivocal_family,accuracy_family,genus
48402814.jpeg,48402814,12c44669-751c-4c6a-8d55-0737a8329267,https://www.inaturalist.org/observations/12c44669-751c-4c6a-8d55-0737a8329267,43.1211128235,-86.2380523682,NA,48038,2019-08-16,Lobelia cardinalis,species,48040,Campanulaceae,7860,flower,0.98876953125,Detected,Unequivocal,0.02417302798982188,0.9933507170795306,0.9815521628498728,Lobelia
142432979.jpeg,142432979,462257f5-8b4d-4202-b6b3-02f46ead0c02,https://www.inaturalist.org/observations/462257f5-8b4d-4202-b6b3-02f46ead0c02,51.573665,-0.0498383333,NA,168235,2021-07-10,Rumex cristatus,species,48382,Polygonaceae,7397,fruit,0.875,Detected,Unequivocal,0.08787346221441125,0.9670964873277011,0.9429498445315668,Rumex
136062156.jpeg,136062156,b69f7edf-79b3-401e-b6e9-20fe30dc1a21,https://www.inaturalist.org/observations/b69f7edf-79b3-401e-b6e9-20fe30dc1a21,42.4931649567,-70.9094869718,112,85065,2021-06-13,Trifolium medium,species,47122,Fabaceae,54776,flower,0.9921875,Detected,Unequivocal,0.04414342047612093,0.98682149814737,0.964564772893238,Trifolium
25951210.jpeg,25951210,c9e11bb7-7464-4964-ac41-4a51ac125fa5,https://www.inaturalist.org/observations/c9e11bb7-7464-4964-ac41-4a51ac125fa5,-34.04829,19.1748633333,NA,560527,2018-09-24,Satyrium bicorne,species,47217,Orchidaceae,28821,flower,0.9990234375,Detected,Unequivocal,0.05006765899864682,0.9866681276937688,0.9567329377884182,Satyrium
241335017.jpeg,241335017,259d4a47-d9a1-4ccd-b612-fb0a9b499fb9,https://www.inaturalist.org/observations/259d4a47-d9a1-4ccd-b612-fb0a9b499fb9,20.6656306301,-100.106673874,71,159126,2022-10-29,Baccharis pteronioides,species,47604,Asteraceae,104342,fruit,0.94482421875,Detected,Unequivocal,0.05812616204404746,0.9779093785931602,0.9600544363726976,Baccharis
215070695.jpeg,215070695,6fd97dbe-f170-4509-998c-2a11990a53f4,https://www.inaturalist.org/observations/6fd97dbe-f170-4509-998c-2a11990a53f4,64.83969279,-147.73803974,11,55745,2022-07-17,Trifolium repens,species,47122,Fabaceae,54776,flower,0.99609375,Detected,Unequivocal,0.04414342047612093,0.98682149814737,0.964564772893238,Trifolium
211343818.jpeg,211343818,cf5f922c-ce40-4bf2-a188-c616ae21d89b,https://www.inaturalist.org/observations/cf5f922c-ce40-4bf2-a188-c616ae21d89b,20.7070539465,-156.5433204902,30453,126842,2022-06-10,Gossypium tomentosum,species,48797,Malvaceae,10422,fruit,0.9248046875,Detected,Unequivocal,0.098925350220687,0.9525077201575975,0.915179428132796,Gossypium
88341667.jpeg,88341667,c7ab34b4-3d3e-4f3d-a20d-f64d995b8404,https://www.inaturalist.org/observations/c7ab34b4-3d3e-4f3d-a20d-f64d995b8404,43.6256356068,-90.6367668137,93,85383,2020-07-30,Polymnia canadensis,species,47604,Asteraceae,104342,flower,0.9599609375,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Polymnia
133216132.jpg,133216132,3d062fbc-d1a1-4af8-9c45-e1a15bee08e7,https://www.inaturalist.org/observations/3d062fbc-d1a1-4af8-9c45-e1a15bee08e7,34.8195116667,-92.4635,6,128841,2021-06-01,Rosa setigera,species,47148,Rosaceae,20597,flower,0.9990234375,Detected,Unequivocal,0.04500655435257562,0.9858159633960346,0.9607224353061126,Rosa
140826233.jpeg,140826233,762ebc16-cf52-47c4-8bdb-b9aa7fb639c4,https://www.inaturalist.org/observations/762ebc16-cf52-47c4-8bdb-b9aa7fb639c4,41.64811756,-71.57435902,3,47359,2021-06-27,Apocynum androsaemifolium,species,47362,Apocynaceae,17266,flower,0.9970703125,Detected,Unequivocal,0.05687478281014711,0.9848931466470154,0.955229931657593,Apocynum
19991793.jpeg,19991793,32cf741a-484d-43de-8f05-a97cad2ef6d6,https://www.inaturalist.org/observations/32cf741a-484d-43de-8f05-a97cad2ef6d6,44.7377012792,-85.79166214,27285,55563,2018-06-10,Bellis perennis,species,47604,Asteraceae,104342,flower,0.99951171875,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Bellis
26620363.jpg,26620363,2a1a55cc-6048-4ec9-8212-cdc0731c68ff,https://www.inaturalist.org/observations/2a1a55cc-6048-4ec9-8212-cdc0731c68ff,41.6272600042,-83.1918335986,5,52763,2018-10-14,Cephalanthus occidentalis,species,47693,Rubiaceae,17937,fruit,0.9775390625,Detected,Unequivocal,0.0932151418854881,0.9715954503535198,0.945029826615376,Cephalanthus
28212168.jpeg,28212168,75afa11d-87bf-40d8-8318-75a8f9f36f3e,https://www.inaturalist.org/observations/75afa11d-87bf-40d8-8318-75a8f9f36f3e,32.857063,-96.68575,10,77112,2018-11-10,Euphorbia dentata,species,51821,Euphorbiaceae,8749,fruit,0.9248046875,Detected,Unequivocal,0.2107669447936907,0.9478638667632152,0.8837581437878614,Euphorbia
139658236.jpeg,139658236,ee953a11-cfaf-4397-b982-ffec137f12d5,https://www.inaturalist.org/observations/ee953a11-cfaf-4397-b982-ffec137f12d5,-34.78255203,117.68940304,5,550640,2021-06-29,Hovea chorizemifolia,species,47122,Fabaceae,54776,flower,0.99951171875,Detected,Unequivocal,0.04414342047612093,0.98682149814737,0.964564772893238,Hovea
218004100.jpeg,218004100,7380dd30-ee98-4bb6-8a74-a1d06b5b0ab6,https://www.inaturalist.org/observations/7380dd30-ee98-4bb6-8a74-a1d06b5b0ab6,60.0684116667,-133.78093,NA,79026,2022-07-19,Sedum lanceolatum,species,51890,Crassulaceae,1244,flower,0.9990234375,Detected,Unequivocal,0.18971061093247588,0.9503968253968254,0.8569131832797428,Sedum
33921389.jpeg,33921389,1f2f90af-960b-4600-90a6-50c0a95c3d04,https://www.inaturalist.org/observations/1f2f90af-960b-4600-90a6-50c0a95c3d04,32.991065979,-97.2113418579,NA,1393273,2019-04-01,Viola rafinesquei,species,50828,Violaceae,7225,flower,0.99951171875,Detected,Unequivocal,0.01314878892733564,0.9955119214586255,0.9900346020761246,Viola
30104641.jpeg,30104641,21b177b6-aca9-4c54-873d-a29567574139,https://www.inaturalist.org/observations/21b177b6-aca9-4c54-873d-a29567574139,33.80044103,-114.53835044,4,49345,2019-01-10,Phacelia crenulata,species,48150,Boraginaceae,18082,flower,0.99951171875,Detected,Unequivocal,0.04230726689525495,0.989952070220015,0.9648822032960956,Phacelia
281208126.jpg,281208126,71846e1e-cf22-4e31-a8f2-e200aa127cbf,https://www.inaturalist.org/observations/71846e1e-cf22-4e31-a8f2-e200aa127cbf,-31.55207,159.0871416667,4,323840,2023-05-20,Myoporum insulare,species,47151,Scrophulariaceae,2940,flower,0.99951171875,Detected,Unequivocal,0.09285714285714286,0.9763779527559056,0.9214285714285714,Myoporum
64104754.jpeg,64104754,84e288bb-8edc-4765-8a38-c3c1ec26a8aa,https://www.inaturalist.org/observations/84e288bb-8edc-4765-8a38-c3c1ec26a8aa,10.0561819077,10.2896747589,NA,506189,2020-03-12,Cochlospermum tinctorium,species,71456,Bixaceae,154,flower,0.99951171875,Detected,Unequivocal,0.06493506493506493,1,1,Cochlospermum
127612277.jpg,127612277,71dd802c-9571-4557-a694-876a86b30434,https://www.inaturalist.org/observations/71dd802c-9571-4557-a694-876a86b30434,44.1793866667,-122.139175,5,51875,2021-05-08,Trifolium pratense,species,47122,Fabaceae,54776,flower,0.94482421875,Detected,Unequivocal,0.04414342047612093,0.98682149814737,0.964564772893238,Trifolium
135933992.jpeg,135933992,098cf301-58af-4d10-aa13-6173e46549fa,https://www.inaturalist.org/observations/098cf301-58af-4d10-aa13-6173e46549fa,52.4856979722,103.771737,NA,931007,2021-06-12,Anemonastrum crinitum,species,48231,Ranunculaceae,34822,flower,0.9990234375,Detected,Unequivocal,0.04715409798403308,0.9865280289330922,0.9649359600252714,Anemonastrum
51499482.jpeg,51499482,815c22ea-70c4-4d6b-9239-5c9da7e57677,https://www.inaturalist.org/observations/815c22ea-70c4-4d6b-9239-5c9da7e57677,38.9345989,-120.05382126,9,60500,2019-08-02,Veratrum californicum,species,49464,Melanthiaceae,24150,flower,0.9990234375,Detected,Unequivocal,0.03486542443064182,0.9890166466449288,0.9704347826086956,Veratrum
139360451.jpg,139360451,08d11084-e9e0-439c-a7dc-24d685349612,https://www.inaturalist.org/observations/08d11084-e9e0-439c-a7dc-24d685349612,44.48367,-111.28592,12,77260,2021-06-26,Geranium richardsonii,species,47689,Geraniaceae,15753,flower,0.99951171875,Detected,Unequivocal,0.03688186377197994,0.9905088320590562,0.9764489303624706,Geranium
212593577.jpeg,212593577,70ef705c-f2d7-41ab-94f7-61bad5dc9860,https://www.inaturalist.org/observations/70ef705c-f2d7-41ab-94f7-61bad5dc9860,38.3703228204,-80.2327161026,28270,53794,2022-07-08,Clintonia borealis,species,47328,Liliaceae,22538,fruit,0.9951171875,Detected,Unequivocal,0.03026000532434111,0.9870516105417276,0.9777265063448398,Clintonia
140162827.jpeg,140162827,9da95fb9-6924-43ea-a3ee-6cdadd4555b4,https://www.inaturalist.org/observations/9da95fb9-6924-43ea-a3ee-6cdadd4555b4,51.5136203333,85.9419436667,NA,336279,2021-06-24,Hypochaeris maculata,species,47604,Asteraceae,104342,flower,0.9990234375,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Hypochaeris
63051801.jpg,63051801,a9a7dee0-9800-48a9-8a73-b44da2a9dfd3,https://www.inaturalist.org/observations/a9a7dee0-9800-48a9-8a73-b44da2a9dfd3,32.8427838707,-117.2595055352,31,58829,2020-03-08,Pseudognaphalium biolettii,species,47604,Asteraceae,104342,flower,0.93505859375,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Pseudognaphalium
137125421.jpg,137125421,ca58b750-4c51-43bd-aa91-6b639380b3ff,https://www.inaturalist.org/observations/ca58b750-4c51-43bd-aa91-6b639380b3ff,50.5389208716,14.1352104545,48,55563,2021-06-18,Bellis perennis,species,47604,Asteraceae,104342,flower,0.9990234375,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Bellis
27208120.jpg,27208120,55633eff-5dab-4706-8433-6e177e9793aa,https://www.inaturalist.org/observations/55633eff-5dab-4706-8433-6e177e9793aa,30.2380883125,-97.7067814317,212,551846,2018-10-18,Nekemias arborea,species,50279,Vitaceae,2010,fruit,0.75732421875,Detected,Unequivocal,0.0527363184079602,0.972689075630252,0.9572139303482587,Nekemias
241073113.jpeg,241073113,55cd0ec8-9189-47b1-8db8-f984d8f83038,https://www.inaturalist.org/observations/55cd0ec8-9189-47b1-8db8-f984d8f83038,-34.1875833333,18.9163944444,6,563596,2022-10-31,Disa ophrydea,species,47217,Orchidaceae,28821,fruit,0.8408203125,Detected,Unequivocal,0.03608479927830401,0.9849177495410532,0.9716179174907186,Disa
17070917.jpeg,17070917,4b44250e-1e99-4498-9088-89eaeacf4866,https://www.inaturalist.org/observations/4b44250e-1e99-4498-9088-89eaeacf4866,30.0288887024,-97.5500030518,NA,122576,2018-04-30,Evolvulus sericeus,species,52345,Convolvulaceae,1782,flower,0.9990234375,Detected,Unequivocal,0.05611672278338945,0.9827586206896552,0.9730639730639732,Evolvulus
29686453.jpg,29686453,775ffd28-50ba-4fb3-bd6c-5ad3fc1a1f2c,https://www.inaturalist.org/observations/775ffd28-50ba-4fb3-bd6c-5ad3fc1a1f2c,-33.9652442778,18.3896121944,10,589918,2018-12-30,Metalasia divergens,species,47604,Asteraceae,104342,flower,0.98095703125,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Metalasia
133995530.jpeg,133995530,6fe9e750-2307-43cb-820d-6fe2ed042a1a,https://www.inaturalist.org/observations/6fe9e750-2307-43cb-820d-6fe2ed042a1a,38.9548311389,-77.0437962222,NA,132219,2021-06-05,Houstonia purpurea,species,47693,Rubiaceae,17937,flower,0.99853515625,Detected,Unequivocal,0.08513129285833751,0.9791590493601464,0.9398450131014104,Houstonia
13462401.jpeg,13462401,cc3d7568-763e-4ad1-b659-d2b14d7ef0c4,https://www.inaturalist.org/observations/cc3d7568-763e-4ad1-b659-d2b14d7ef0c4,33.287073,-116.103666,111,77421,2018-02-11,Hilaria rigida,species,47434,Poaceae,11933,flower,0.94482421875,Detected,Unequivocal,0.2334702086650465,0.952880725921067,0.8391016508841029,Hilaria
121242347.jpeg,121242347,63da6f69-18d4-4b0e-bcf9-ce66e8b3f700,https://www.inaturalist.org/observations/63da6f69-18d4-4b0e-bcf9-ce66e8b3f700,43.06845,-78.2662111111,NA,47911,2021-04-16,Asclepias syriaca,species,47362,Apocynaceae,17266,fruit,0.9287109375,Detected,Unequivocal,0.03556121857986795,0.9860076867643526,0.973184292829839,Asclepias
9573208.jpg,9573208,99bf7669-b3f7-405d-b971-db1afcebe262,https://www.inaturalist.org/observations/99bf7669-b3f7-405d-b971-db1afcebe262,38.9663204039,-106.968586715,5,78018,2017-08-06,Mertensia ciliata,species,48150,Boraginaceae,18082,flower,0.99755859375,Detected,Unequivocal,0.04230726689525495,0.989952070220015,0.9648822032960956,Mertensia
15544709.jpg,15544709,f9031adc-527a-4c62-badc-6c930e7412a1,https://www.inaturalist.org/observations/f9031adc-527a-4c62-badc-6c930e7412a1,-33.99922001,18.43390955,1,61827,2015-03-01,Amaryllis belladonna,species,55849,Amaryllidaceae,9932,flower,0.99853515625,Detected,Unequivocal,0.07339911397503021,0.989025317831142,0.9491542488924688,Amaryllis
12327603.jpg,12327603,97a14a44-ae24-4715-b66f-826eb53e466a,https://www.inaturalist.org/observations/97a14a44-ae24-4715-b66f-826eb53e466a,-34.0971918453,18.8878869955,70,528602,2017-08-21,Montinia caryophyllacea,species,71570,Montiniaceae,3,flower,0.9990234375,Detected,Unequivocal,0,1,1,Montinia
32974174.jpeg,32974174,164a548d-c2bb-4ac2-8571-37b26a6adada,https://www.inaturalist.org/observations/164a548d-c2bb-4ac2-8571-37b26a6adada,30.8656001008,-86.8320814893,66,127269,2019-03-17,Cirsium horridulum,species,47604,Asteraceae,104342,flower,0.99951171875,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Cirsium
34842232.jpeg,34842232,e794559a-38a7-4b5b-94bc-de16eb5e3b14,https://www.inaturalist.org/observations/e794559a-38a7-4b5b-94bc-de16eb5e3b14,40.0902714965,-83.1045582891,22,51053,2019-04-14,Dicentra cucullaria,species,47332,Papaveraceae,16324,flower,0.99853515625,Detected,Unequivocal,0.05249938740504778,0.986164091291136,0.9569958343543248,Dicentra
20013008.jpg,20013008,f0436cd2-d8c0-4774-8e02-919022af5f1d,https://www.inaturalist.org/observations/f0436cd2-d8c0-4774-8e02-919022af5f1d,36.1953345454,-112.0506729093,10,52136,2018-06-18,Ipomopsis aggregata,species,48932,Polemoniaceae,5220,flower,0.99853515625,Detected,Unequivocal,0.02777777777777777,0.993694581280788,0.9816091954022989,Ipomopsis
44200358.jpeg,44200358,3d9a3797-bce7-4423-8314-86f75771456a,https://www.inaturalist.org/observations/3d9a3797-bce7-4423-8314-86f75771456a,53.3904368577,-2.6467003694,8,51808,2019-07-07,Lysimachia punctata,species,48064,Primulaceae,12091,flower,0.9990234375,Detected,Unequivocal,0.02721032172690431,0.9930283965312022,0.981556529650153,Lysimachia
239074793.jpeg,239074793,de98cb77-4f4d-4c3d-afdb-8bc6bff8b467,https://www.inaturalist.org/observations/de98cb77-4f4d-4c3d-afdb-8bc6bff8b467,47.7709274292,16.8014736175,NA,1320685,2022-10-23,Pentanema britannica,species,47604,Asteraceae,104342,flower,0.9990234375,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Pentanema
60639499.jpeg,60639499,159d7c01-d5b5-42b8-9441-4bab7f922a45,https://www.inaturalist.org/observations/159d7c01-d5b5-42b8-9441-4bab7f922a45,-32.05867,26.7859483333,10,502780,2020-01-23,Vachellia karroo,species,47122,Fabaceae,54776,flower,0.9990234375,Detected,Unequivocal,0.04414342047612093,0.98682149814737,0.964564772893238,Vachellia
264920827.jpg,264920827,e9d3a1e6-a20b-4293-8b1d-29bce0a4f997,https://www.inaturalist.org/observations/e9d3a1e6-a20b-4293-8b1d-29bce0a4f997,37.5116283333,-121.8111033333,3,777371,2023-04-02,Diplacus aurantiacus,species,64552,Phrymaceae,3998,flower,0.99951171875,Detected,Unequivocal,0.00925462731365682,0.9946983085079524,0.9902451225612806,Diplacus
54290284.jpeg,54290284,e0939d95-8816-4082-873a-a97615bc09a5,https://www.inaturalist.org/observations/e0939d95-8816-4082-873a-a97615bc09a5,46.0086796549,-59.941591967,8,61119,2019-10-16,Ilex verticillata,species,53855,Aquifoliaceae,2606,fruit,0.99462890625,Detected,Unequivocal,0.02993092862624712,0.9818037974683544,0.9673829623944744,Ilex
3137543.JPG,3137543,8adc6253-50cc-43fd-8297-767b82b31612,https://www.inaturalist.org/observations/8adc6253-50cc-43fd-8297-767b82b31612,30.707281,-97.273335,3,135229,2016-03-05,Buglossoides arvensis,species,48150,Boraginaceae,18082,flower,0.998046875,Detected,Unequivocal,0.04230726689525495,0.989952070220015,0.9648822032960956,Buglossoides
64261509.jpg,64261509,5d790e07-f1ba-42e7-acc0-fa6278a363e3,https://www.inaturalist.org/observations/5d790e07-f1ba-42e7-acc0-fa6278a363e3,35.49043667,-120.66629167,65,56760,2020-03-22,Castilleja foliolosa,species,47322,Orobanchaceae,9453,flower,0.99755859375,Detected,Unequivocal,0.06283719454141543,0.9810362343379614,0.9405479741880884,Castilleja
25008839.jpeg,25008839,4cd295c1-37ba-4d67-af3f-9623b34a59e4,https://www.inaturalist.org/observations/4cd295c1-37ba-4d67-af3f-9623b34a59e4,42.33798433,-73.62523237,9,47891,2018-09-03,Impatiens pallida,species,47890,Balsaminaceae,3471,flower,0.99853515625,Detected,Unequivocal,0.02592912705272256,0.9902395740905058,0.9783923941227312,Impatiens
34696327.jpeg,34696327,4e78fd84-5d90-481e-ab1d-8cc68c9c9a50,https://www.inaturalist.org/observations/4e78fd84-5d90-481e-ab1d-8cc68c9c9a50,33.71904217,-115.8104493,7,50153,2019-04-12,Sphaeralcea ambigua,species,48797,Malvaceae,10422,flower,0.99853515625,Detected,Unequivocal,0.0544041450777202,0.984677828513445,0.9632508155824218,Sphaeralcea
65181639.jpg,65181639,5861c0ca-d1ce-4385-876c-fcd46cb377f4,https://www.inaturalist.org/observations/5861c0ca-d1ce-4385-876c-fcd46cb377f4,46.2297378,-64.3105862,200,79131,2016-07-23,Sium suave,species,48699,Apiaceae,11971,flower,0.9990234375,Detected,Unequivocal,0.13415754740623173,0.9686444766039556,0.8956645225962744,Sium
239132114.jpeg,239132114,2ee02537-9d85-4a96-8600-cbe0143d4285,https://www.inaturalist.org/observations/2ee02537-9d85-4a96-8600-cbe0143d4285,41.4587898253,2.2134618758,NA,53052,2022-10-23,Foeniculum vulgare,species,48699,Apiaceae,11971,flower,0.9609375,Detected,Unequivocal,0.13415754740623173,0.9686444766039556,0.8956645225962744,Foeniculum
213996887.jpg,213996887,e34f53ee-f312-4059-a893-0d6a77eb6ca5,https://www.inaturalist.org/observations/e34f53ee-f312-4059-a893-0d6a77eb6ca5,43.5129666667,-72.1155555556,10,740984,2022-06-24,Silene flos-cuculi,species,48567,Caryophyllaceae,11578,flower,0.9951171875,Detected,Unequivocal,0.05354983589566419,0.9916043073553568,0.9645880117464156,Silene
151150047.jpg,151150047,6183dad9-7989-4eb4-9084-a05377373db9,https://www.inaturalist.org/observations/6183dad9-7989-4eb4-9084-a05377373db9,44.819349063,7.2089832022,39,61321,2021-08-16,Lythrum salicaria,species,58935,Lythraceae,2280,flower,0.99951171875,Detected,Unequivocal,0.03114035087719298,0.993662290629244,0.9767543859649124,Lythrum
90366719.jpg,90366719,28d741fb-9725-4552-b7c3-3af50debacd2,https://www.inaturalist.org/observations/28d741fb-9725-4552-b7c3-3af50debacd2,43.7440725061,-66.1198697699,4,58188,2020-08-16,Mentha arvensis,species,48623,Lamiaceae,39282,flower,0.99951171875,Detected,Unequivocal,0.04042564024235019,0.9893086432854036,0.9683060943943792,Mentha
33567799.jpg,33567799,4dd71c79-e837-44c9-be16-5219e3b665b9,https://www.inaturalist.org/observations/4dd71c79-e837-44c9-be16-5219e3b665b9,36.3165289501,-82.324318735,4,902691,2019-03-27,Mummenhoffia alliacea,species,47204,Brassicaceae,21075,flower,0.986328125,Detected,Unequivocal,0.10173190984578884,0.9820928635571284,0.9202846975088969,Mummenhoffia
62102116.jpeg,62102116,6aaf4e6b-e123-4a8d-8265-6068ba7dc829,https://www.inaturalist.org/observations/6aaf4e6b-e123-4a8d-8265-6068ba7dc829,52.2982456924,35.1719286814,4,82110,2015-06-10,Rubus allegheniensis,species,47148,Rosaceae,20597,flower,0.9970703125,Detected,Unequivocal,0.04500655435257562,0.9858159633960346,0.9607224353061126,Rubus
127538355.jpeg,127538355,b024ebba-a2d7-4751-94af-a73dd15a1c48,https://www.inaturalist.org/observations/b024ebba-a2d7-4751-94af-a73dd15a1c48,50.0556091997,14.4519149997,NA,52846,2021-05-08,Anthriscus caucalis,species,48699,Apiaceae,11971,flower,0.9833984375,Detected,Unequivocal,0.13415754740623173,0.9686444766039556,0.8956645225962744,Anthriscus
63088087.jpg,63088087,159e6b02-24b2-4a26-bc44-e2c9860bf860,https://www.inaturalist.org/observations/159e6b02-24b2-4a26-bc44-e2c9860bf860,54.9534147334,20.4703974501,8,55666,2020-03-08,Veronica persica,species,50638,Plantaginaceae,17673,flower,0.9990234375,Detected,Unequivocal,0.07463362190912691,0.9856304268068974,0.9470378543540996,Veronica
137220087.jpeg,137220087,2fb81b23-75c7-4ffa-9c57-c8123e23ffd1,https://www.inaturalist.org/observations/2fb81b23-75c7-4ffa-9c57-c8123e23ffd1,38.9490583333,-82.5115583333,7,81942,2021-06-16,Penstemon digitalis,species,50638,Plantaginaceae,17673,flower,0.99365234375,Detected,Unequivocal,0.07463362190912691,0.9856304268068974,0.9470378543540996,Penstemon
132905279.jpeg,132905279,a332a876-aa96-459c-aa90-3dbff82f6df6,https://www.inaturalist.org/observations/a332a876-aa96-459c-aa90-3dbff82f6df6,41.3251451539,-72.9098057002,8,53269,2021-05-31,Sonchus asper,species,47604,Asteraceae,104342,flower,0.9541015625,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Sonchus
24027794.jpeg,24027794,5d450c67-5576-4e24-9fc6-115b0a750682,https://www.inaturalist.org/observations/5d450c67-5576-4e24-9fc6-115b0a750682,40.132425,-123.828746,6,61317,2018-08-29,Rubus armeniacus,species,47148,Rosaceae,20597,fruit,0.93701171875,Detected,Unequivocal,0.04092829052774676,0.97711855826668,0.9624217118997912,Rubus
148554298.jpeg,148554298,dd08dc3f-c1f5-4410-80ad-58274bd2ab59,https://www.inaturalist.org/observations/dd08dc3f-c1f5-4410-80ad-58274bd2ab59,42.96891824,-76.73991854,8,48618,2021-08-04,Echinocystis lobata,species,48620,Cucurbitaceae,2845,flower,0.9951171875,Detected,Unequivocal,0.09876977152899824,0.969188767550702,0.9233743409490334,Echinocystis
13238188.jpg,13238188,c5edfdd0-b8ba-4619-a54f-141e2024e819,https://www.inaturalist.org/observations/c5edfdd0-b8ba-4619-a54f-141e2024e819,40.6148260972,-74.1796434113,10,49658,2018-01-31,Liquidambar styraciflua,species,71434,Altingiaceae,185,fruit,0.81689453125,Detected,Unequivocal,0.08108108108108109,0.976470588235294,0.9567567567567568,Liquidambar
45370753.jpeg,45370753,b7460937-11f4-4689-ad02-7d5082fb998a,https://www.inaturalist.org/observations/b7460937-11f4-4689-ad02-7d5082fb998a,37.7689459198,-83.6703043498,15,128942,2019-07-18,Silene stellata,species,48567,Caryophyllaceae,11578,flower,0.9990234375,Detected,Unequivocal,0.05354983589566419,0.9916043073553568,0.9645880117464156,Silene
149324954.jpg,149324954,de2b4551-633b-4638-bfa8-0ca0b7cb5b0e,https://www.inaturalist.org/observations/de2b4551-633b-4638-bfa8-0ca0b7cb5b0e,33.8130533333,-116.6386866667,10,57934,2021-08-07,Ericameria nauseosa,species,47604,Asteraceae,104342,flower,0.9990234375,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Ericameria
135305263.jpeg,135305263,c1262ac6-175e-4c38-810e-ca7208dccd16,https://www.inaturalist.org/observations/c1262ac6-175e-4c38-810e-ca7208dccd16,53.0001155138,-1.6421001708,25940,57468,2021-06-06,Ophrys insectifera,species,47217,Orchidaceae,28821,flower,0.99853515625,Detected,Unequivocal,0.05006765899864682,0.9866681276937688,0.9567329377884182,Ophrys
36749716.jpeg,36749716,b3915a90-c0c0-4370-90e7-05d91f9dfb0f,https://www.inaturalist.org/observations/b3915a90-c0c0-4370-90e7-05d91f9dfb0f,-34.2669857753,18.4080599459,15,591263,2019-04-28,Oxalis punctata,species,47759,Oxalidaceae,6892,flower,0.99951171875,Detected,Unequivocal,0.0412071967498549,0.9872881355932204,0.9679338363319792,Oxalis
239778428.jpg,239778428,bcac1f13-e2de-4a49-809a-44d6f8a73556,https://www.inaturalist.org/observations/bcac1f13-e2de-4a49-809a-44d6f8a73556,36.21066185,-81.6574466,NA,160747,2022-10-26,Clethra acuminata,species,48212,Clethraceae,551,fruit,0.9228515625,Detected,Unequivocal,0.132486388384755,0.9288702928870292,0.8784029038112523,Clethra
151458460.jpg,151458460,2d92bf34-6bf7-41d5-81d9-9d290735b9f9,https://www.inaturalist.org/observations/2d92bf34-6bf7-41d5-81d9-9d290735b9f9,47.6897961319,15.7057655711,30,524198,2021-08-09,Trisetum alpestre,species,47434,Poaceae,11933,fruit,0.88720703125,Detected,Unequivocal,0.20439118411128804,0.9465978512744893,0.8815050699740217,Trisetum
277356412.jpg,277356412,8d2b3240-b097-491a-be39-4e337698b587,https://www.inaturalist.org/observations/8d2b3240-b097-491a-be39-4e337698b587,34.4817805556,-120.1181638889,NA,47687,2023-05-07,Erodium cicutarium,species,47689,Geraniaceae,15753,flower,0.99853515625,Detected,Unequivocal,0.03688186377197994,0.9905088320590562,0.9764489303624706,Erodium
142480942.jpg,142480942,41ddb45c-b553-4ca2-ae92-7e9a1473c92c,https://www.inaturalist.org/observations/41ddb45c-b553-4ca2-ae92-7e9a1473c92c,38.2639444444,140.8508,NA,126583,2021-07-08,Hemerocallis fulva,species,71400,Asphodelaceae,2918,flower,0.99951171875,Detected,Unequivocal,0.11514736120630568,0.971727343144849,0.915352981494174,Hemerocallis
13239342.jpeg,13239342,82d346b4-2acd-44d3-817b-e38e9c307b19,https://www.inaturalist.org/observations/82d346b4-2acd-44d3-817b-e38e9c307b19,-36.9516252887,174.5632188968,61,366711,2018-01-31,Rhabdothamnus solandri,species,71520,Gesneriaceae,717,flower,0.99853515625,Detected,Unequivocal,0.06136680613668061,0.9717682020802376,0.9414225941422594,Rhabdothamnus
140414345.jpg,140414345,1dcfc475-7dc7-4b94-9608-b5be98bdb265,https://www.inaturalist.org/observations/1dcfc475-7dc7-4b94-9608-b5be98bdb265,-33.752664,-70.045428,229,801350,2021-01-07,Nassauvia glomerata,species,47604,Asteraceae,104342,flower,0.99560546875,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Nassauvia
184660308.jpeg,184660308,e8de26a2-c4cc-4232-954c-aa6e46f7ed92,https://www.inaturalist.org/observations/e8de26a2-c4cc-4232-954c-aa6e46f7ed92,-33.4298,-70.54903,2,52913,2022-03-26,Cichorium intybus,species,47604,Asteraceae,104342,flower,0.998046875,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Cichorium
